id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
857,A01045,"Beerbohm, Sir Max",artist,722,"Spring Cottage, Hampstead, 1860",1917,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1917,1941,support: 324 x 432 mm,324,432,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01045_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-spring-cottage-hampstead-1860-a01045
858,A01046,"Beerbohm, Sir Max",artist,722,"Woolner at Farringford, 1857",1917,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1917,1941,support: 330 x 260 mm,330,260,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01046_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-woolner-at-farringford-1857-a01046
859,A01047,"Beerbohm, Sir Max",artist,722,Blue China,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 337 x 273 mm,337,273,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01047_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-blue-china-a01047
860,A01048,"Beerbohm, Sir Max",artist,722,The Small Hours in the ‘Sixties at 16 Cheyne Walk,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 225 x 349 mm,225,349,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01048_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-the-small-hours-in-the-sixties-at-16-cheyne-walk-a01048
861,A01049,"Beerbohm, Sir Max",artist,722,Topsy and Ned Jones Settled on the Settle in Red Lion Square,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 311 x 387 mm frame: 700 x 575 x 20 mm,311,387,,mm,,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01049_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-topsy-and-ned-jones-settled-on-the-settle-in-red-lion-square-a01049
862,A01050,"Beerbohm, Sir Max",artist,722,"Rossetti, having just had a fresh consignment of ‘stunning’ fabrics ... tries hard to prevail on his younger sister to accept ... one",1917,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1917,1941,support: 343 x 286 mm,343,286,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01050_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-rossetti-having-just-had-a-fresh-consignment-of-stunning-fabrics-tries-hard-to-a01050
863,A01051,"Beerbohm, Sir Max",artist,722,Rossetti in his Worldlier Days Leaving the Arundel Club with George Augustus Sala,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 375 x 257 mm,375,257,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01051_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-rossetti-in-his-worldlier-days-leaving-the-arundel-club-with-george-augustus-sala-a01051
864,A01052,"Beerbohm, Sir Max",artist,722,Rossetti Insistently Exhorted by George Meredith to Come Forth into the Glorious Sun and Wind for a Walk to Hendon and Beyond,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 330 x 419 mm,330,419,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01052_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-rossetti-insistently-exhorted-by-george-meredith-to-come-forth-into-the-glorious-a01052
865,A01053,"Beerbohm, Sir Max",artist,722,Mr Morley ... introduces Mr John Stuart Mill,1917,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1917,1941,support: 406 x 298 mm,406,298,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01053_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-mr-morley-introduces-mr-john-stuart-mill-a01053
866,A01054,"Beerbohm, Sir Max",artist,722,Riverside Scene. Algernon Swinburne Takes his Great New Friend Gosse to See Gabriel Rossetti,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 305 x 298 mm,305,298,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01054_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-riverside-scene-algernon-swinburne-takes-his-great-new-friend-gosse-to-see-a01054
867,A01055,"Beerbohm, Sir Max",artist,722,Mr Browning Brings a Lady of Rank and Fashion to See Mr Rossetti,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 286 x 419 mm,286,419,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01055_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-mr-browning-brings-a-lady-of-rank-and-fashion-to-see-mr-rossetti-a01055
868,A01056,"Beerbohm, Sir Max",artist,722,Mr William Bell Scott Wondering What It is Those Fellows Seem to See in Gabriel,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 292 x 394 mm,292,394,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01056_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-mr-william-bell-scott-wondering-what-it-is-those-fellows-seem-to-see-in-gabriel-a01056
869,A01057,"Beerbohm, Sir Max",artist,722,The Man from Hymettus. Mr Frederick Leighton,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 438 x 318 mm,438,318,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01057_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-the-man-from-hymettus-mr-frederick-leighton-a01057
870,A01058,"Beerbohm, Sir Max",artist,722,Quis Custodiet Ipsum Custodem,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 349 x 286 mm,349,286,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01058_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-quis-custodiet-ipsum-custodem-a01058
871,A01059,"Beerbohm, Sir Max",artist,722,Mr - and Miss - Nervously Perpetuating the Touch of a Vanished Hand,1917,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1917,1941,support: 318 x 387 mm,318,387,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/beerbohm-mr-and-miss-nervously-perpetuating-the-touch-of-a-vanished-hand-a01059
872,A01060,"Beerbohm, Sir Max",artist,722,The Name of Dante Gabriel Rossetti is Heard for the First Time in the Western States of America,1916,Graphite and watercolour on paper,Bequeathed by Sir Hugh Walpole 1941,1916,1941,support: 400 x 368 mm,400,368,,mm,date inscribed,© The estate of Max Beerbohm,http://www.tate.org.uk/art/images/work/A/A01/A01060_8.jpg,http://www.tate.org.uk/art/artworks/beerbohm-the-name-of-dante-gabriel-rossetti-is-heard-for-the-first-time-in-the-western-a01060
1870,A01061,"Butler, Reg",artist,844,Study for Head of Watcher,1951–2,"Graphite, crayon and watercolour on paper",Presented by the Contemporary Art Society 1957,1951,1957,support: 264 x 203 mm frame: 500 x 947 x 32 mm,264,203,,mm,date inscribed,© The estate of Reg Butler,http://www.tate.org.uk/art/images/work/A/A01/A01061_8.jpg,http://www.tate.org.uk/art/artworks/butler-study-for-head-of-watcher-a01061
1871,A01062,"Butler, Reg",artist,844,Study for Head of Watcher,1951–2,"Graphite, crayon and watercolour on paper",Presented by the Contemporary Art Society 1957,1951,1957,support: 267 x 197 mm frame: 500 x 947 x 32 mm,267,197,,mm,,© The estate of Reg Butler,http://www.tate.org.uk/art/images/work/A/A01/A01062_8.jpg,http://www.tate.org.uk/art/artworks/butler-study-for-head-of-watcher-a01062
1872,A01063,"Butler, Reg",artist,844,Study for Head of Watcher,1951–2,"Graphite, crayon and watercolour on paper",Presented by the Contemporary Art Society 1957,1951,1957,support: 273 x 203 mm frame: 500 x 947 x 32 mm,273,203,,mm,,© The estate of Reg Butler,http://www.tate.org.uk/art/images/work/A/A01/A01063_8.jpg,http://www.tate.org.uk/art/artworks/butler-study-for-head-of-watcher-a01063
2249,A01064,"Clarke Hall, Lady Edna",artist,914,Catherine Leaning on a Wall,c.1900–5,Ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",1900,1941,support: 279 x 216 mm,279,216,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01064_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-catherine-leaning-on-a-wall-a01064
2250,A01065,"Clarke Hall, Lady Edna",artist,914,Catherine and Heathcliffe as Children. Verso: Fragmentary Figure,date not known,Ink and watercolour on paper. Verso: ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",,1941,support: 13 x 394 mm,13,394,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01065_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-catherine-and-heathcliffe-as-children-verso-fragmentary-figure-a01065
2251,A01066,"Clarke Hall, Lady Edna",artist,914,Catherine and Heathcliffe Walking,date not known,Ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",,1941,support: 286 x 400 mm,286,400,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01066_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-catherine-and-heathcliffe-walking-a01066
2252,A01067,"Clarke Hall, Lady Edna",artist,914,Seated Woman,c.1899,Ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",1899,1941,support: 356 x 254 mm,356,254,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01067_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-seated-woman-a01067
2253,A01068,"Clarke Hall, Lady Edna",artist,914,Catherine Linton Seated at a Window During her Last Illness. Verso: Four Figures at Table,date not known,Ink and watercolour on paper. Verso: ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",,1941,support: 273 x 197 mm,273,197,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01068_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-catherine-linton-seated-at-a-window-during-her-last-illness-verso-four-figures-a01068
2254,A01069,"Clarke Hall, Lady Edna",artist,914,Four Figures and a Cat. Verso: study of Hareton,date not known,Graphite on paper. Verso: chalk on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",,1941,support: 279 x 216 mm,279,216,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01069_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-four-figures-and-a-cat-verso-study-of-hareton-a01069
2255,A01070,"Clarke Hall, Lady Edna",artist,914,Nelly with Baby Hareton and Catherine Earnshaw. Verso: similar composition,date not known,Ink and watercolour on paper. Verso: ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",,1941,support: 229 x 184 mm,229,184,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01070_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-nelly-with-baby-hareton-and-catherine-earnshaw-verso-similar-composition-a01070
2256,A01071,"Clarke Hall, Lady Edna",artist,914,Catherine the Younger and Hareton. Verso: study of cows,date not known,Ink and watercolour on paper. Verso: graphite on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",,1941,support: 229 x 175 mm,229,175,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01071_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-catherine-the-younger-and-hareton-verso-study-of-cows-a01071
2257,A01072,"Clarke Hall, Lady Edna",artist,914,Study for Catherine. Verso: Upminster Common,1902,Ink on paper. Verso: ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",1902,1941,support: 178 x 229 mm,178,229,,mm,date inscribed,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01072_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-study-for-catherine-verso-upminster-common-a01072
2258,A01073,"Clarke Hall, Lady Edna",artist,914,Catherine and Heathcliffe Sitting in a Field,date not known,Ink and watercolour on paper,"Presented by Mrs F. Samuel, Mrs E. Bishop and Michel H. Salaman through the Contemporary Art Society 1941",,1941,support: 149 x 229 mm,149,229,,mm,,© Tate,http://www.tate.org.uk/art/images/work/A/A01/A01073_8.jpg,http://www.tate.org.uk/art/artworks/clarke-hall-catherine-and-heathcliffe-sitting-in-a-field-a01073
5627,A01074,"Greco, Emilio",artist,1211,[title not known],1953,Ink on paper,Presented by the artist 1960,1953,1960,support: 660 x 467 mm,660,467,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01074
5628,A01075,"Greco, Emilio",artist,1211,[title not known],1953,Ink on paper,Presented by the artist 1960,1953,1960,support: 660 x 467 mm,660,467,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01075
5629,A01076,"Greco, Emilio",artist,1211,[title not known],1953,Ink on paper,Presented by the artist 1960,1953,1960,support: 660 x 467 mm,660,467,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01076
5630,A01077,"Greco, Emilio",artist,1211,[title not known],1953,Ink on paper,Presented by the artist 1960,1953,1960,support: 660 x 467 mm,660,467,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01077
5631,A01078,"Greco, Emilio",artist,1211,[title not known],1953,Ink on paper,Presented by the artist 1960,1953,1960,support: 660 x 467 mm,660,467,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01078
5632,A01079,"Greco, Emilio",artist,1211,[title not known],1953,Ink on paper,Presented by the artist 1960,1953,1960,support: 660 x 467 mm,660,467,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01079
5633,A01080,"Greco, Emilio",artist,1211,[title not known],1959,Ink on paper,Presented by the artist 1960,1959,1960,support: 635 x 410 mm,635,410,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01080
5634,A01081,"Greco, Emilio",artist,1211,[title not known],1959,Ink on paper,Presented by the artist 1960,1959,1960,support: 660 x 467 mm,660,467,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/greco-title-not-known-a01081
7073,A01082,"Jacovleff, Alexandre",artist,1350,Female Torso,c.1933–8,Chalk on paper,Presented anonymously 1939,1933,1939,support: 327 x 340 mm,327,340,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01082_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-female-torso-a01082
7074,A01083,"Jacovleff, Alexandre",artist,1350,An Arm and a Hand,c.1933–8,Chalk on paper,Presented anonymously 1939,1933,1939,support: 352 x 457 mm,352,457,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01083_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-an-arm-and-a-hand-a01083
7075,A01084,"Jacovleff, Alexandre",artist,1350,Recumbent Model,c.1933–8,Chalk on paper,Presented anonymously 1939,1933,1939,support: 311 x 505 mm,311,505,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01084_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-recumbent-model-a01084
7076,A01085,"Jacovleff, Alexandre",artist,1350,Reclining Model,c.1933–8,Chalk on paper,Presented anonymously 1939,1933,1939,support: 327 x 492 mm,327,492,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01085_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-reclining-model-a01085
7077,A01086,"Jacovleff, Alexandre",artist,1350,Seated Model,c.1933–8,Chalk on paper,Presented anonymously 1939,1933,1939,support: 505 x 321 mm,505,321,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01086_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-seated-model-a01086
7078,A01087,"Jacovleff, Alexandre",artist,1350,Crouching Model from the Side,c.1933–8,Chalk on paper,Presented anonymously 1939,1933,1939,support: 327 x 479 mm,327,479,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01087_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-crouching-model-from-the-side-a01087
7079,A01088,"Jacovleff, Alexandre",artist,1350,Crouching Model from the Front,c.1933–8,Chalk on paper,Presented anonymously 1939,1933,1939,support: 505 x 333 mm,505,333,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01088_8.jpg,http://www.tate.org.uk/art/artworks/jacovleff-crouching-model-from-the-front-a01088
12180,A01089,"Potter, Helen Beatrix",artist,1794,Frontispiece: The Tailor Mouse,c.1902,"Ink, watercolour and gouache on paper",Presented by Capt. K.W.G. Duke RN 1946,1902,1946,support: 111 x 92 mm,111,92,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01089_8.jpg,http://www.tate.org.uk/art/artworks/potter-frontispiece-the-tailor-mouse-a01089
12181,A01090,"Potter, Helen Beatrix",artist,1794,The Tailor of Gloucester at Work,c.1902,"Ink, watercolour and gouache on paper",Presented by Capt. K.W.G. Duke RN 1946,1902,1946,support: 111 x 92 mm,111,92,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01090_8.jpg,http://www.tate.org.uk/art/artworks/potter-the-tailor-of-gloucester-at-work-a01090
12182,A01091,"Potter, Helen Beatrix",artist,1794,Lady Mouse in Mob Cap,c.1902,"Ink, watercolour and gouache on paper",Presented by Capt. K.W.G. Duke RN 1946,1902,1946,support: 111 x 92 mm,111,92,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01091_8.jpg,http://www.tate.org.uk/art/artworks/potter-lady-mouse-in-mob-cap-a01091
12183,A01092,"Potter, Helen Beatrix",artist,1794,The Tailor Leaving his Workshop,c.1902,"Ink, watercolour and gouache on paper",Presented by Capt. K.W.G. Duke RN 1946,1902,1946,support: 111 x 92 mm,111,92,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01092_8.jpg,http://www.tate.org.uk/art/artworks/potter-the-tailor-leaving-his-workshop-a01092
